Date,gross_return,turnover,transaction_cost,net_return,gross_exposure,net_exposure,gross_equity,net_equity
2018-09-12,-0.002907348430727628,0.35,8.75e-05,-0.002994848430727628,0.0,0.0,1.0209930369660611,1.0110375724909917
2018-09-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0209930369660611,1.0110375724909917
2018-09-14,0.0,0.0,0.0,0.0,0.0,0.0,1.0209930369660611,1.0110375724909917
2018-09-17,0.0,0.0,0.0,0.0,0.0,0.0,1.0209930369660611,1.0110375724909917
2018-09-18,0.0,0.35,8.75e-05,-8.75e-05,0.35,0.0,1.0209930369660611,1.0109491067033987
2018-09-19,0.0012747286008926218,0.35,8.75e-05,0.001187228600892622,0.0,0.0,1.022294525991594,1.012149334396924
2018-09-20,0.0,0.0,0.0,0.0,0.0,0.0,1.022294525991594,1.012149334396924
2018-09-21,0.0,0.0,0.0,0.0,0.0,0.0,1.022294525991594,1.012149334396924
2018-09-24,0.0,0.0,0.0,0.0,0.0,0.0,1.022294525991594,1.012149334396924
2018-09-25,0.0,0.35,8.75e-05,-8.75e-05,0.35,0.0,1.022294525991594,1.0120607713301641
2018-09-26,-0.001923259001390028,0.35,8.75e-05,-0.002010759001390028,0.0,0.0,1.020328388842409,1.0100257610242582
2018-09-27,0.0,0.0,0.0,0.0,0.0,0.0,1.020328388842409,1.0100257610242582
2018-09-28,0.0,0.0,0.0,0.0,0.0,0.0,1.020328388842409,1.0100257610242582
2018-10-01,0.0,0.0,0.0,0.0,0.0,0.0,1.020328388842409,1.0100257610242582
2018-10-02,0.0,0.35,8.75e-05,-8.75e-05,0.35,0.0,1.020328388842409,1.0099373837701686
2018-10-03,0.001817981253521411,0.35,8.75e-05,0.0017304812535214112,0.0,0.0,1.0221833267257603,1.0116850614800135
2018-10-04,0.0,0.0,0.0,0.0,0.0,0.0,1.0221833267257603,1.0116850614800135
2018-10-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0221833267257603,1.0116850614800135
2018-10-08,0.0,0.0,0.0,0.0,0.0,0.0,1.0221833267257603,1.0116850614800135
2018-10-09,0.0,0.35,8.75e-05,-8.75e-05,0.35,0.0,1.0221833267257603,1.011596539037134
2018-10-10,-0.0010365257501607195,0.35,8.75e-05,-0.0011240257501607194,0.0,0.0,1.021123807386224,1.0104594784784828
2018-10-11,0.0,0.0,0.0,0.0,0.0,0.0,1.021123807386224,1.0104594784784828
2018-10-12,0.0,0.0,0.0,0.0,0.0,0.0,1.021123807386224,1.0104594784784828
2018-10-15,0.0,0.0,0.0,0.0,0.0,0.0,1.021123807386224,1.0104594784784828
2018-10-16,0.0,0.0,0.0,0.0,0.0,0.0,1.021123807386224,1.0104594784784828
2018-10-17,0.0,0.0,0.0,0.0,0.0,0.0,1.021123807386224,1.0104594784784828
2018-10-18,0.0,0.0,0.0,0.0,0.0,0.0,1.021123807386224,1.0104594784784828
2018-10-19,0.0,0.0,0.0,0.0,0.0,0.0,1.021123807386224,1.0104594784784828
2018-10-22,0.0,0.0,0.0,0.0,0.0,0.0,1.021123807386224,1.0104594784784828
2018-10-23,0.0,0.0,0.0,0.0,0.0,0.0,1.021123807386224,1.0104594784784828
2018-10-24,0.0,0.0,0.0,0.0,0.0,0.0,1.021123807386224,1.0104594784784828
2018-10-25,0.0,0.0,0.0,0.0,0.0,0.0,1.021123807386224,1.0104594784784828
2018-10-26,0.0,0.0,0.0,0.0,0.0,0.0,1.021123807386224,1.0104594784784828
2018-10-29,0.0,0.0,0.0,0.0,0.0,0.0,1.021123807386224,1.0104594784784828
2018-10-30,0.0,0.0,0.0,0.0,0.0,0.0,1.021123807386224,1.0104594784784828
2018-10-31,0.0,0.0,0.0,0.0,0.0,0.0,1.021123807386224,1.0104594784784828
2018-11-01,0.0,0.0,0.0,0.0,0.0,0.0,1.021123807386224,1.0104594784784828
2018-11-02,0.0,0.0,0.0,0.0,0.0,0.0,1.021123807386224,1.0104594784784828
2018-11-05,0.0,0.0,0.0,0.0,0.0,0.0,1.021123807386224,1.0104594784784828
2018-11-06,0.0,0.35,8.75e-05,-8.75e-05,0.35,0.0,1.021123807386224,1.0103710632741159
2018-11-07,-0.0007825224971559673,0.35,8.75e-05,-0.0008700224971559674,0.0,0.0,1.0203247550345629,1.009492017718592
2018-11-08,0.0,0.0,0.0,0.0,0.0,0.0,1.0203247550345629,1.009492017718592
2018-11-09,0.0,0.0,0.0,0.0,0.0,0.0,1.0203247550345629,1.009492017718592
2018-11-12,0.0,0.0,0.0,0.0,0.0,0.0,1.0203247550345629,1.009492017718592
2018-11-13,0.0,0.35,8.75e-05,-8.75e-05,0.35,0.0,1.0203247550345629,1.0094036871670415
2018-11-14,-0.0005990179009045043,0.35,8.75e-05,-0.0006865179009045043,0.0,0.0,1.0197135622415612,1.0087107134665625
2018-11-15,0.0,0.0,0.0,0.0,0.0,0.0,1.0197135622415612,1.0087107134665625
2018-11-16,0.0,0.0,0.0,0.0,0.0,0.0,1.0197135622415612,1.0087107134665625
2018-11-19,0.0,0.0,0.0,0.0,0.0,0.0,1.0197135622415612,1.0087107134665625
2018-11-20,0.0,0.35,8.75e-05,-8.75e-05,0.35,0.0,1.0197135622415612,1.0086224512791342
2018-11-21,0.002435859442707614,0.35,8.75e-05,0.002348359442707614,0.0,0.0,1.0221974411510044,1.0109910593367224
2018-11-23,0.0,0.0,0.0,0.0,0.0,0.0,1.0221974411510044,1.0109910593367224
2018-11-26,0.0,0.0,0.0,0.0,0.0,0.0,1.0221974411510044,1.0109910593367224
2018-11-27,0.0,0.0,0.0,0.0,0.0,0.0,1.0221974411510044,1.0109910593367224
2018-11-28,0.0,0.0,0.0,0.0,0.0,0.0,1.0221974411510044,1.0109910593367224
2018-11-29,0.0,0.0,0.0,0.0,0.0,0.0,1.0221974411510044,1.0109910593367224
2018-11-30,0.0,0.0,0.0,0.0,0.0,0.0,1.0221974411510044,1.0109910593367224
2018-12-03,0.0,0.0,0.0,0.0,0.0,0.0,1.0221974411510044,1.0109910593367224
2018-12-04,0.0,0.0,0.0,0.0,0.0,0.0,1.0221974411510044,1.0109910593367224
2018-12-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0221974411510044,1.0109910593367224
2018-12-07,0.0,0.0,0.0,0.0,0.0,0.0,1.0221974411510044,1.0109910593367224
2018-12-10,0.0,0.0,0.0,0.0,0.0,0.0,1.0221974411510044,1.0109910593367224
2018-12-11,0.0,0.0,0.0,0.0,0.0,0.0,1.0221974411510044,1.0109910593367224
2018-12-12,0.0,0.0,0.0,0.0,0.0,0.0,1.0221974411510044,1.0109910593367224
2018-12-13,0.0,0.35,8.75e-05,-8.75e-05,0.35,0.0,1.0221974411510044,1.0109025976190305
2018-12-14,0.0008637466382107359,0.35,8.75e-05,0.0007762466382107359,0.0,0.0,1.0230803607543861,1.0116873073619905
2018-12-17,0.0,0.0,0.0,0.0,0.0,0.0,1.0230803607543861,1.0116873073619905
2018-12-18,0.0,0.0,0.0,0.0,0.0,0.0,1.0230803607543861,1.0116873073619905
2018-12-19,0.0,0.0,0.0,0.0,0.0,0.0,1.0230803607543861,1.0116873073619905
2018-12-20,0.0,0.35,8.75e-05,-8.75e-05,0.35,0.0,1.0230803607543861,1.0115987847225962
2018-12-21,-0.0009656594200473274,0.35,8.75e-05,-0.0010531594200473273,0.0,0.0,1.0220924135665583,1.010533409933157
2018-12-24,0.0,0.0,0.0,0.0,0.0,0.0,1.0220924135665583,1.010533409933157
2018-12-26,0.0,0.0,0.0,0.0,0.0,0.0,1.0220924135665583,1.010533409933157
2018-12-27,0.0,0.0,0.0,0.0,0.0,0.0,1.0220924135665583,1.010533409933157
2018-12-28,0.0,0.35,8.75e-05,-8.75e-05,0.35,0.0,1.0220924135665583,1.010444988259788
2018-12-31,0.0006673419721111754,0.35,8.75e-05,0.0005798419721111754,0.0,0.0,1.022774498733508,1.0110308866744904
2019-01-02,0.0,0.0,0.0,0.0,0.0,0.0,1.022774498733508,1.0110308866744904
2019-01-03,0.0,0.0,0.0,0.0,0.0,0.0,1.022774498733508,1.0110308866744904
2019-01-04,0.0,0.0,0.0,0.0,0.0,0.0,1.022774498733508,1.0110308866744904
2019-01-07,0.0,0.35,8.75e-05,-8.75e-05,0.35,0.0,1.022774498733508,1.0109424214719063
2019-01-08,-0.0008356431993785953,0.35,8.75e-05,-0.0009231431993785953,0.0,0.0,1.0219198241791434,1.0100091768505612
2019-01-09,0.0,0.0,0.0,0.0,0.0,0.0,1.0219198241791434,1.0100091768505612
2019-01-10,0.0,0.0,0.0,0.0,0.0,0.0,1.0219198241791434,1.0100091768505612
2019-01-11,0.0,0.0,0.0,0.0,0.0,0.0,1.0219198241791434,1.0100091768505612
2019-01-14,0.0,0.35,8.75e-05,-8.75e-05,0.35,0.0,1.0219198241791434,1.0099208010475869
2019-01-15,-0.002704566481214289,0.35,8.75e-05,-0.002792066481214289,0.0,0.0,1.01915597407618,1.0071010350303007
2019-01-16,0.0,0.0,0.0,0.0,0.0,0.0,1.01915597407618,1.0071010350303007
2019-01-17,0.0,0.0,0.0,0.0,0.0,0.0,1.01915597407618,1.0071010350303007
2019-01-18,0.0,0.0,0.0,0.0,0.0,0.0,1.01915597407618,1.0071010350303007
2019-01-22,0.0,0.0,0.0,0.0,0.0,0.0,1.01915597407618,1.0071010350303007
2019-01-23,0.0,0.0,0.0,0.0,0.0,0.0,1.01915597407618,1.0071010350303007
2019-01-24,0.0,0.0,0.0,0.0,0.0,0.0,1.01915597407618,1.0071010350303007
2019-01-25,0.0,0.0,0.0,0.0,0.0,0.0,1.01915597407618,1.0071010350303007
2019-01-28,0.0,0.0,0.0,0.0,0.0,0.0,1.01915597407618,1.0071010350303007
2019-01-29,0.0,0.35,8.75e-05,-8.75e-05,0.35,0.0,1.01915597407618,1.0070129136897354
2019-01-30,-0.000838155459523601,0.35,8.75e-05,-0.000925655459523601,0.0,0.0,1.018301762932402,1.0060807666883678
2019-01-31,0.0,0.0,0.0,0.0,0.0,0.0,1.018301762932402,1.0060807666883678
2019-02-01,0.0,0.0,0.0,0.0,0.0,0.0,1.018301762932402,1.0060807666883678
2019-02-04,0.0,0.0,0.0,0.0,0.0,0.0,1.018301762932402,1.0060807666883678
2019-02-05,0.0,0.35,8.75e-05,-8.75e-05,0.35,0.0,1.018301762932402,1.0059927346212825
2019-02-06,0.0005044873306004315,0.35,8.75e-05,0.00041698733060043154,0.0,0.0,1.0188154832705294,1.0064122208462956
2019-02-07,0.0,0.0,0.0,0.0,0.0,0.0,1.0188154832705294,1.0064122208462956
2019-02-08,0.0,0.0,0.0,0.0,0.0,0.0,1.0188154832705294,1.0064122208462956
2019-02-11,0.0,0.0,0.0,0.0,0.0,0.0,1.0188154832705294,1.0064122208462956
2019-02-12,0.0,0.0,0.0,0.0,0.0,0.0,1.0188154832705294,1.0064122208462956
2019-02-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0188154832705294,1.0064122208462956
2019-02-14,0.0,0.0,0.0,0.0,0.0,0.0,1.0188154832705294,1.0064122208462956
2019-02-15,0.0,0.0,0.0,0.0,0.0,0.0,1.0188154832705294,1.0064122208462956
2019-02-19,0.0,0.0,0.0,0.0,0.0,0.0,1.0188154832705294,1.0064122208462956
2019-02-20,0.0,0.0,0.0,0.0,0.0,0.0,1.0188154832705294,1.0064122208462956
2019-02-21,0.0,0.0,0.0,0.0,0.0,0.0,1.0188154832705294,1.0064122208462956
2019-02-22,0.0,0.0,0.0,0.0,0.0,0.0,1.0188154832705294,1.0064122208462956
2019-02-25,0.0,0.0,0.0,0.0,0.0,0.0,1.0188154832705294,1.0064122208462956
2019-02-26,0.0,0.0,0.0,0.0,0.0,0.0,1.0188154832705294,1.0064122208462956
2019-02-27,0.0,0.0,0.0,0.0,0.0,0.0,1.0188154832705294,1.0064122208462956
2019-02-28,0.0,0.0,0.0,0.0,0.0,0.0,1.0188154832705294,1.0064122208462956
2019-03-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0188154832705294,1.0064122208462956
2019-03-04,0.0,0.0,0.0,0.0,0.0,0.0,1.0188154832705294,1.0064122208462956
2019-03-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0188154832705294,1.0064122208462956
2019-03-06,0.0,0.35,8.75e-05,-8.75e-05,0.35,0.0,1.0188154832705294,1.0063241597769714
2019-03-07,0.0005956814259772375,0.35,8.75e-05,0.0005081814259772374,0.0,0.0,1.0194223727304117,1.0068355550234822
2019-03-08,0.0,0.0,0.0,0.0,0.0,0.0,1.0194223727304117,1.0068355550234822
2019-03-11,0.0,0.0,0.0,0.0,0.0,0.0,1.0194223727304117,1.0068355550234822
2019-03-12,0.0,0.0,0.0,0.0,0.0,0.0,1.0194223727304117,1.0068355550234822
2019-03-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0194223727304117,1.0068355550234822
2019-03-14,0.0,0.0,0.0,0.0,0.0,0.0,1.0194223727304117,1.0068355550234822
2019-03-15,0.0,0.0,0.0,0.0,0.0,0.0,1.0194223727304117,1.0068355550234822
2019-03-18,0.0,0.0,0.0,0.0,0.0,0.0,1.0194223727304117,1.0068355550234822
2019-03-19,0.0,0.0,0.0,0.0,0.0,0.0,1.0194223727304117,1.0068355550234822
2019-03-20,0.0,0.35,8.75e-05,-8.75e-05,0.35,0.0,1.0194223727304117,1.0067474569124177
2019-03-21,-0.002389909032741717,0.35,8.75e-05,-0.0024774090327417168,0.0,0.0,1.0169860459936444,1.0042533316689732
2019-03-22,0.0,0.0,0.0,0.0,0.0,0.0,1.0169860459936444,1.0042533316689732
2019-03-25,0.0,0.0,0.0,0.0,0.0,0.0,1.0169860459936444,1.0042533316689732
2019-03-26,0.0,0.0,0.0,0.0,0.0,0.0,1.0169860459936444,1.0042533316689732
2019-03-27,0.0,0.35,8.75e-05,-8.75e-05,0.35,0.0,1.0169860459936444,1.0041654595024523
2019-03-28,0.00035032890696614055,0.35,8.75e-05,0.00026282890696614053,0.0,0.0,1.0173423256035372,1.0044293832125866
2019-03-29,0.0,0.0,0.0,0.0,0.0,0.0,1.0173423256035372,1.0044293832125866
2019-04-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0173423256035372,1.0044293832125866
2019-04-02,0.0,0.0,0.0,0.0,0.0,0.0,1.0173423256035372,1.0044293832125866
2019-04-03,0.0,0.35,8.75e-05,-8.75e-05,0.35,0.0,1.0173423256035372,1.0043414956415555
2019-04-04,0.001552000447766713,0.35,8.75e-05,0.0014645004477667131,0.0,0.0,1.018921241348406,1.0058123542116333
2019-04-05,0.0,0.0,0.0,0.0,0.0,0.0,1.018921241348406,1.0058123542116333
2019-04-08,0.0,0.0,0.0,0.0,0.0,0.0,1.018921241348406,1.0058123542116333
2019-04-09,0.0,0.0,0.0,0.0,0.0,0.0,1.018921241348406,1.0058123542116333
2019-04-10,0.0,0.35,8.75e-05,-8.75e-05,0.35,0.0,1.018921241348406,1.0057243456306397
2019-04-11,0.00013108459769422311,0.35,8.75e-05,4.3584597694223116e-05,0.0,0.0,1.0190548062294102,1.0057681797216353
2019-04-12,0.0,0.0,0.0,0.0,0.0,0.0,1.0190548062294102,1.0057681797216353
2019-04-15,0.0,0.0,0.0,0.0,0.0,0.0,1.0190548062294102,1.0057681797216353
2019-04-16,0.0,0.0,0.0,0.0,0.0,0.0,1.0190548062294102,1.0057681797216353
2019-04-17,0.0,0.35,8.75e-05,-8.75e-05,0.35,0.0,1.0190548062294102,1.0056801750059097
2019-04-18,-0.0004578011450061926,0.35,8.75e-05,-0.0005453011450061926,0.0,0.0,1.0185882817722944,1.005131776454969
2019-04-22,0.0,0.0,0.0,0.0,0.0,0.0,1.0185882817722944,1.005131776454969
2019-04-23,0.0,0.0,0.0,0.0,0.0,0.0,1.0185882817722944,1.005131776454969
2019-04-24,0.0,0.0,0.0,0.0,0.0,0.0,1.0185882817722944,1.005131776454969
2019-04-25,0.0,0.35,8.75e-05,-8.75e-05,0.35,0.0,1.0185882817722944,1.0050438274245292
2019-04-26,-0.00013944314498608341,0.35,8.75e-05,-0.00022694314498608343,0.0,0.0,1.0184462466188382,1.0048157396174846
2019-04-29,0.0,0.0,0.0,0.0,0.0,0.0,1.0184462466188382,1.0048157396174846
2019-04-30,0.0,0.0,0.0,0.0,0.0,0.0,1.0184462466188382,1.0048157396174846
2019-05-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0184462466188382,1.0048157396174846
2019-05-02,0.0,0.0,0.0,0.0,0.0,0.0,1.0184462466188382,1.0048157396174846
2019-05-03,0.0,0.0,0.0,0.0,0.0,0.0,1.0184462466188382,1.0048157396174846
2019-05-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0184462466188382,1.0048157396174846
2019-05-07,0.0,0.0,0.0,0.0,0.0,0.0,1.0184462466188382,1.0048157396174846
2019-05-08,0.0,0.0,0.0,0.0,0.0,0.0,1.0184462466188382,1.0048157396174846
2019-05-09,0.0,0.0,0.0,0.0,0.0,0.0,1.0184462466188382,1.0048157396174846
2019-05-10,0.0,0.0,0.0,0.0,0.0,0.0,1.0184462466188382,1.0048157396174846
2019-05-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0184462466188382,1.0048157396174846
2019-05-14,0.0,0.0,0.0,0.0,0.0,0.0,1.0184462466188382,1.0048157396174846
2019-05-15,0.0,0.0,0.0,0.0,0.0,0.0,1.0184462466188382,1.0048157396174846
2019-05-16,0.0,0.35,8.75e-05,-8.75e-05,0.35,0.0,1.0184462466188382,1.0047278182402681
2019-05-17,-0.0020640458128247784,0.35,8.75e-05,-0.0021515458128247783,0.0,0.0,1.0163441269079174,1.0025661003099047
2019-05-20,0.0,0.0,0.0,0.0,0.0,0.0,1.0163441269079174,1.0025661003099047
2019-05-21,0.0,0.0,0.0,0.0,0.0,0.0,1.0163441269079174,1.0025661003099047
2019-05-22,0.0,0.0,0.0,0.0,0.0,0.0,1.0163441269079174,1.0025661003099047
2019-05-23,0.0,0.0,0.0,0.0,0.0,0.0,1.0163441269079174,1.0025661003099047
2019-05-24,0.0,0.0,0.0,0.0,0.0,0.0,1.0163441269079174,1.0025661003099047
2019-05-28,0.0,0.0,0.0,0.0,0.0,0.0,1.0163441269079174,1.0025661003099047
2019-05-29,0.0,0.0,0.0,0.0,0.0,0.0,1.0163441269079174,1.0025661003099047
2019-05-30,0.0,0.0,0.0,0.0,0.0,0.0,1.0163441269079174,1.0025661003099047
2019-05-31,0.0,0.0,0.0,0.0,0.0,0.0,1.0163441269079174,1.0025661003099047
2019-06-03,0.0,0.0,0.0,0.0,0.0,0.0,1.0163441269079174,1.0025661003099047
2019-06-04,0.0,0.0,0.0,0.0,0.0,0.0,1.0163441269079174,1.0025661003099047
2019-06-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0163441269079174,1.0025661003099047
2019-06-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0163441269079174,1.0025661003099047
2019-06-07,0.0,0.0,0.0,0.0,0.0,0.0,1.0163441269079174,1.0025661003099047
2019-06-10,0.0,0.0,0.0,0.0,0.0,0.0,1.0163441269079174,1.0025661003099047
2019-06-11,0.0,0.0,0.0,0.0,0.0,0.0,1.0163441269079174,1.0025661003099047
2019-06-12,0.0,0.0,0.0,0.0,0.0,0.0,1.0163441269079174,1.0025661003099047
2019-06-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0163441269079174,1.0025661003099047
2019-06-14,0.0,0.35,8.75e-05,-8.75e-05,0.35,0.0,1.0163441269079174,1.0024783757761275
2019-06-17,0.0011292035647908205,0.35,8.75e-05,0.0010417035647908206,0.0,0.0,1.017491786319076,1.003522661073799
2019-06-18,0.0,0.0,0.0,0.0,0.0,0.0,1.017491786319076,1.003522661073799
2019-06-19,0.0,0.0,0.0,0.0,0.0,0.0,1.017491786319076,1.003522661073799
2019-06-20,0.0,0.0,0.0,0.0,0.0,0.0,1.017491786319076,1.003522661073799
2019-06-21,0.0,0.0,0.0,0.0,0.0,0.0,1.017491786319076,1.003522661073799
2019-06-24,0.0,0.0,0.0,0.0,0.0,0.0,1.017491786319076,1.003522661073799
2019-06-25,0.0,0.0,0.0,0.0,0.0,0.0,1.017491786319076,1.003522661073799
2019-06-26,0.0,0.0,0.0,0.0,0.0,0.0,1.017491786319076,1.003522661073799
2019-06-27,0.0,0.0,0.0,0.0,0.0,0.0,1.017491786319076,1.003522661073799
2019-06-28,0.0,0.0,0.0,0.0,0.0,0.0,1.017491786319076,1.003522661073799
2019-07-01,0.0,0.0,0.0,0.0,0.0,0.0,1.017491786319076,1.003522661073799
2019-07-02,0.0,0.0,0.0,0.0,0.0,0.0,1.017491786319076,1.003522661073799
2019-07-03,0.0,0.0,0.0,0.0,0.0,0.0,1.017491786319076,1.003522661073799
2019-07-05,0.0,0.0,0.0,0.0,0.0,0.0,1.017491786319076,1.003522661073799
2019-07-08,0.0,0.35,8.75e-05,-8.75e-05,0.35,0.0,1.017491786319076,1.0034348528409551
2019-07-09,4.9988347236646496e-05,0.35,8.75e-05,-3.75116527633535e-05,0.0,0.0,1.017542649051801,1.0033972123411847
2019-07-10,0.0,0.0,0.0,0.0,0.0,0.0,1.017542649051801,1.0033972123411847
2019-07-11,0.0,0.0,0.0,0.0,0.0,0.0,1.017542649051801,1.0033972123411847
2019-07-12,0.0,0.0,0.0,0.0,0.0,0.0,1.017542649051801,1.0033972123411847
2019-07-15,0.0,0.0,0.0,0.0,0.0,0.0,1.017542649051801,1.0033972123411847
2019-07-16,0.0,0.0,0.0,0.0,0.0,0.0,1.017542649051801,1.0033972123411847
2019-07-17,0.0,0.0,0.0,0.0,0.0,0.0,1.017542649051801,1.0033972123411847
2019-07-18,0.0,0.0,0.0,0.0,0.0,0.0,1.017542649051801,1.0033972123411847
2019-07-19,0.0,0.0,0.0,0.0,0.0,0.0,1.017542649051801,1.0033972123411847
2019-07-22,0.0,0.35,8.75e-05,-8.75e-05,0.35,0.0,1.017542649051801,1.003309415085105
2019-07-23,-0.0007496291435061476,0.35,8.75e-05,-0.0008371291435061477,0.0,0.0,1.0167798694273111,1.002469515533783
2019-07-24,0.0,0.0,0.0,0.0,0.0,0.0,1.0167798694273111,1.002469515533783
2019-07-25,0.0,0.0,0.0,0.0,0.0,0.0,1.0167798694273111,1.002469515533783
2019-07-26,0.0,0.0,0.0,0.0,0.0,0.0,1.0167798694273111,1.002469515533783
2019-07-29,0.0,0.0,0.0,0.0,0.0,0.0,1.0167798694273111,1.002469515533783
2019-07-30,0.0,0.0,0.0,0.0,0.0,0.0,1.0167798694273111,1.002469515533783
2019-07-31,0.0,0.0,0.0,0.0,0.0,0.0,1.0167798694273111,1.002469515533783
2019-08-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0167798694273111,1.002469515533783
2019-08-02,0.0,0.0,0.0,0.0,0.0,0.0,1.0167798694273111,1.002469515533783
2019-08-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0167798694273111,1.002469515533783
2019-08-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0167798694273111,1.002469515533783
2019-08-07,0.0,0.0,0.0,0.0,0.0,0.0,1.0167798694273111,1.002469515533783
2019-08-08,0.0,0.0,0.0,0.0,0.0,0.0,1.0167798694273111,1.002469515533783
2019-08-09,0.0,0.0,0.0,0.0,0.0,0.0,1.0167798694273111,1.002469515533783
2019-08-12,0.0,0.0,0.0,0.0,0.0,0.0,1.0167798694273111,1.002469515533783
2019-08-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0167798694273111,1.002469515533783
2019-08-14,0.0,0.0,0.0,0.0,0.0,0.0,1.0167798694273111,1.002469515533783
2019-08-15,0.0,0.0,0.0,0.0,0.0,0.0,1.0167798694273111,1.002469515533783
2019-08-16,0.0,0.0,0.0,0.0,0.0,0.0,1.0167798694273111,1.002469515533783
2019-08-19,0.0,0.0,0.0,0.0,0.0,0.0,1.0167798694273111,1.002469515533783
2019-08-20,0.0,0.0,0.0,0.0,0.0,0.0,1.0167798694273111,1.002469515533783
2019-08-21,0.0,0.0,0.0,0.0,0.0,0.0,1.0167798694273111,1.002469515533783
2019-08-22,0.0,0.0,0.0,0.0,0.0,0.0,1.0167798694273111,1.002469515533783
2019-08-23,0.0,0.0,0.0,0.0,0.0,0.0,1.0167798694273111,1.002469515533783
2019-08-26,0.0,0.0,0.0,0.0,0.0,0.0,1.0167798694273111,1.002469515533783
2019-08-27,0.0,0.0,0.0,0.0,0.0,0.0,1.0167798694273111,1.002469515533783
2019-08-28,0.0,0.0,0.0,0.0,0.0,0.0,1.0167798694273111,1.002469515533783
2019-08-29,0.0,0.0,0.0,0.0,0.0,0.0,1.0167798694273111,1.002469515533783
2019-08-30,0.0,0.0,0.0,0.0,0.0,0.0,1.0167798694273111,1.002469515533783
2019-09-03,0.0,0.0,0.0,0.0,0.0,0.0,1.0167798694273111,1.002469515533783
2019-09-04,0.0,0.0,0.0,0.0,0.0,0.0,1.0167798694273111,1.002469515533783
2019-09-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0167798694273111,1.002469515533783
2019-09-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0167798694273111,1.002469515533783
2019-09-09,0.0,0.0,0.0,0.0,0.0,0.0,1.0167798694273111,1.002469515533783
2019-09-10,0.0,0.35,8.75e-05,-8.75e-05,0.35,0.0,1.0167798694273111,1.002381799451174
2019-09-11,-0.0032194634754231597,0.35,8.75e-05,-0.0033069634754231596,0.0,0.0,1.0135063837751443,0.9990669594519599
2019-09-12,0.0,0.0,0.0,0.0,0.0,0.0,1.0135063837751443,0.9990669594519599
2019-09-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0135063837751443,0.9990669594519599
2019-09-16,0.0,0.0,0.0,0.0,0.0,0.0,1.0135063837751443,0.9990669594519599
2019-09-17,0.0,0.35,8.75e-05,-8.75e-05,0.35,0.0,1.0135063837751443,0.9989795410930078
2019-09-18,-0.0016829934845947856,0.35,8.75e-05,-0.0017704934845947855,0.0,0.0,1.0118006591346556,0.9972108543242592
2019-09-19,0.0,0.0,0.0,0.0,0.0,0.0,1.0118006591346556,0.9972108543242592
2019-09-20,0.0,0.0,0.0,0.0,0.0,0.0,1.0118006591346556,0.9972108543242592
2019-09-23,0.0,0.0,0.0,0.0,0.0,0.0,1.0118006591346556,0.9972108543242592
2019-09-24,0.0,0.0,0.0,0.0,0.0,0.0,1.0118006591346556,0.9972108543242592
2019-09-25,0.0,0.0,0.0,0.0,0.0,0.0,1.0118006591346556,0.9972108543242592
2019-09-26,0.0,0.0,0.0,0.0,0.0,0.0,1.0118006591346556,0.9972108543242592
2019-09-27,0.0,0.0,0.0,0.0,0.0,0.0,1.0118006591346556,0.9972108543242592
2019-09-30,0.0,0.0,0.0,0.0,0.0,0.0,1.0118006591346556,0.9972108543242592
2019-10-01,0.0,0.35,8.75e-05,-8.75e-05,0.35,0.0,1.0118006591346556,0.9971235983745058
2019-10-02,-0.00018527410447828,0.35,8.75e-05,-0.00027277410447828,0.0,0.0,1.0116131986736239,0.9968516088779051
2019-10-03,0.0,0.0,0.0,0.0,0.0,0.0,1.0116131986736239,0.9968516088779051
2019-10-04,0.0,0.0,0.0,0.0,0.0,0.0,1.0116131986736239,0.9968516088779051
2019-10-07,0.0,0.0,0.0,0.0,0.0,0.0,1.0116131986736239,0.9968516088779051
2019-10-08,0.0,0.35,8.75e-05,-8.75e-05,0.35,0.0,1.0116131986736239,0.9967643843621283
2019-10-09,0.0010544304029814074,0.35,8.75e-05,0.0009669304029814074,0.0,0.0,1.0126798743863625,0.997728186149977
2019-10-10,0.0,0.0,0.0,0.0,0.0,0.0,1.0126798743863625,0.997728186149977
2019-10-11,0.0,0.0,0.0,0.0,0.0,0.0,1.0126798743863625,0.997728186149977
2019-10-14,0.0,0.0,0.0,0.0,0.0,0.0,1.0126798743863625,0.997728186149977
